row_id,series_id,year_month,step,p10,p25,p50,p75,p90,target
0_272,0,272,1,0.8549685269721499,2.8184402570278277,4.999999899289314,7.181559541550801,9.145031271606477,9.0
0_273,0,273,2,0.0,1.9148086660773225,4.999999899289314,8.085191132501306,10.86195948248221,4.0
0_274,0,274,3,0.0,1.221427759150636,4.999999899289314,8.778572039427992,12.17940483510959,10.000000953674316
0_275,0,275,4,0.0,0.6368806147663415,4.999999899289314,9.363119183812287,13.290062643923642,10.000000953674316
0_276,0,276,5,0.0,0.12188424222250749,4.999999899289314,9.878115556356121,14.268571816659733,10.000000953674316
0_277,0,277,6,0.0,0.0,4.999999899289314,10.343707866278564,15.153211729294688,1.0
12_267,12,267,1,0.0,0.0,1.0000000210215638,2.319328009662482,3.5067643548280403,3.0
12_268,12,268,2,0.0,0.0,1.0000000210215638,2.8658115557759674,4.54510013956384,3.0
12_269,12,269,3,0.0,0.0,1.0000000210215638,3.285143129195289,5.341843209775931,1.0
12_270,12,270,4,0.0,0.0,1.0000000210215638,3.6386559983034,6.013528688634517,3.0
12_271,12,271,5,0.0,0.0,1.0000000210215638,3.9501070882407276,6.60529547498482,5.0
12_272,12,272,6,0.0,0.0,1.0000000210215638,4.231680396564254,7.140293544255234,3.0
17_268,17,268,1,22.322907454559292,44.43351372888867,69.0000025535802,93.56649137827173,115.6770976526011,63.0
17_269,17,269,2,2.988621612366103,34.257740877814356,69.0000025535802,103.74226422934605,135.0113834947943,44.00000381469727
17_270,17,270,3,0.0,26.44959574564144,69.0000025535802,111.55040936151897,149.84710281480864,84.0
17_271,17,271,4,0.0,19.867024904197137,69.0000025535802,118.13298020296327,162.354192751622,59.00000381469727
17_272,17,272,5,0.0,14.06766357308102,69.0000025535802,123.93234153407938,173.37316018721324,81.0
17_273,17,273,6,0.0,8.824640161300728,69.0000025535802,129.17536494585968,183.33506822154686,64.9999771118164
22_267,22,267,1,0.0,0.0,1.0000000210215638,2.5147481657070863,3.878068747289343,1.0
22_268,22,268,2,0.0,0.0,1.0000000210215638,3.1421773908153128,5.070203847151317,-1.1920928244535389e-07
22_269,22,269,3,0.0,0.0,1.0000000210215638,3.623620768287581,5.984961282592401,-1.1920928244535389e-07
22_270,22,270,4,0.0,0.0,1.0000000210215638,4.0294963103926085,6.756137473557123,-1.1920928244535389e-07
22_271,22,271,5,0.0,0.0,1.0000000210215638,4.3870798413300784,7.435557336872554,1.0
22_272,22,272,6,0.0,0.0,1.0000000210215638,4.7103600643286,8.049799845039535,2.0
24_266,24,266,1,0.0,0.8003814017817996,3.000000016322967,5.199618630864134,7.179343999306822,5.0
24_267,24,267,2,0.0,0.0,3.000000016322967,6.110730493055403,8.910484958881126,1.0
24_268,24,268,3,0.0,0.0,3.000000016322967,6.809851213982531,10.23883613715828,5.0
24_269,24,269,4,0.0,0.0,3.000000016322967,7.399237245405302,11.358687982290679,2.0
24_270,24,270,5,0.0,0.0,3.000000016322967,7.918496763010925,12.345297263629593,6.000000476837158
24_271,24,271,6,0.0,0.0,3.000000016322967,8.3879432506765,13.237260234204513,-1.1920928244535389e-07
43_270,43,270,1,0.0,1.437401981380292,4.000000085472021,6.562598189563749,8.869016421458824,10.000000953674316
43_271,43,271,2,0.0,0.3759390917539176,4.000000085472021,7.624061079190124,10.88582902324071,5.0
43_272,43,272,3,0.0,0.0,4.000000085472021,8.438550201138572,12.433383762284016,6.000000476837158
43_273,43,273,4,0.0,0.0,4.000000085472021,9.125196293655478,13.738032757445625,11.0
43_274,43,274,5,0.0,0.0,4.000000085472021,9.730143645233209,14.887451596295467,5.0
43_275,43,275,6,0.0,0.0,4.000000085472021,10.277057856320328,15.926605657915424,5.0
56_266,56,266,1,0.0,0.0,0.0,0.932905722160324,1.7725500344308323,1.0
56_267,56,267,2,0.0,0.0,0.0,1.3193279528017738,2.5067643267841575,1.0
56_268,56,268,3,0.0,0.0,0.0,1.6158401591279887,3.0701467682667376,3.0
56_269,56,269,4,0.0,0.0,0.0,1.8658115121773766,3.5451001367183936,1.0
56_270,56,270,5,0.0,0.0,0.0,2.086040695224546,3.9635424543824636,3.0
56_271,56,271,6,0.0,0.0,0.0,2.2851430957730794,4.341843226265925,-1.1920928244535389e-07
73_269,73,269,1,0.0,0.0,1.0000000210215638,3.4086332927537075,5.576478372714496,3.0
73_270,73,270,2,0.0,0.0,1.0000000210215638,4.406321860688243,7.472117773892577,6.000000476837158
73_271,73,271,3,0.0,0.0,1.0000000210215638,5.17187522446249,8.92669304589279,6.000000476837158
73_272,73,272,4,0.0,0.0,1.0000000210215638,5.817266564485852,10.152956724407428,7.0
73_273,73,273,5,0.0,0.0,1.0000000210215638,6.385867749482361,11.23331671296315,8.0
73_274,73,274,6,0.0,0.0,1.0000000210215638,6.899922514255738,12.210036801562666,5.0
88_271,88,271,1,0.0,0.0,1.0000000210215638,2.003948291217483,2.907533051762715,2.0
88_272,88,272,2,0.0,0.0,1.0000000210215638,2.419797280653641,3.697659103770354,2.0
88_273,88,273,3,0.0,0.0,1.0000000210215638,2.738889433171783,4.303944147381082,5.0
88_274,88,274,4,0.0,0.0,1.0000000210215638,3.0078965614134017,4.815066082503866,5.0
88_275,88,275,5,0.0,0.0,1.0000000210215638,3.2448965990729652,5.265373547084974,4.0
88_276,88,276,6,0.0,0.0,1.0000000210215638,3.459161011151382,5.672482613842122,3.0
92_265,92,265,1,0.0,0.0,0.0,0.8200698984326796,1.5581584495244063,2.0
92_266,92,266,2,0.0,0.0,0.0,1.1597540005645994,2.203568839750827,2.0
92_267,92,267,3,0.0,0.0,0.0,1.420402779517823,2.698809650493591,-1.1920928244535389e-07
92_268,92,268,4,0.0,0.0,0.0,1.640139864722088,3.1163169669055417,2.0
92_269,92,269,5,0.0,0.0,0.0,1.8337321230723493,3.4841482967277773,-1.1920928244535389e-07
92_270,92,270,6,0.0,0.0,0.0,2.0087529029337237,3.816693238098606,1.0
93_272,93,272,1,7.952603064009491,15.080446874093905,22.99999883626173,30.919550798429558,38.04739460851397,27.999998092651367
93_273,93,273,2,1.7197676567470381,11.800061043445535,22.99999883626173,34.199936629077925,44.280230015776425,24.999998092651367
93_274,93,274,3,0.0,9.282932464605262,22.99999883626173,36.7170652079182,49.06285283539974,31.0
93_275,93,275,4,0.0,7.1608949119260785,22.99999883626173,38.839102760597385,53.09479038076621,22.0
93_276,93,276,5,0.0,5.291342297512628,22.99999883626173,40.708655375010835,56.646998667360684,1.0
93_277,93,277,6,0.0,3.6011375374932513,22.99999883626173,42.39886013503021,59.85844043599255,-1.1920928244535389e-07
105_269,105,269,1,0.0,0.9639816405691195,4.000000085472021,7.036018530374921,9.76852983697157,7.0
