row_id,series_id,year_month,step,p10,p25,p50,p75,p90,target
0_272,0,272,1,2.7299575805664062,4.19305944442749,6.068330764770508,8.303260803222656,10.519634246826172,9.0
0_273,0,273,2,2.2572686672210693,3.171203136444092,4.795505523681641,7.109435081481934,8.746896743774414,4.0
0_274,0,274,3,2.252112865447998,3.137115478515625,4.2181291580200195,6.0158467292785645,8.426393508911133,10.000000953674316
0_275,0,275,4,1.8755552768707275,3.2712948322296143,4.415721893310547,6.230565071105957,8.669492721557617,10.000000953674316
0_276,0,276,5,2.1502177715301514,3.3131701946258545,5.100556373596191,7.183718681335449,9.799093246459961,10.000000953674316
0_277,0,277,6,2.551281690597534,3.647791862487793,5.710565567016602,8.08988094329834,11.020170211791992,1.0
12_267,12,267,1,0.3510783910751343,1.1791402101516724,1.961146593093872,2.904524326324463,3.6475367546081543,3.0
12_268,12,268,2,1.0706660747528076,1.9568438529968262,2.8389744758605957,3.6244702339172363,4.730948448181152,3.0
12_269,12,269,3,0.16521108150482178,0.8719604015350342,1.6957279443740845,2.493603467941284,3.2662978172302246,1.0
12_270,12,270,4,0.8767876625061035,1.861838936805725,2.817981719970703,3.7504069805145264,5.24539041519165,3.0
12_271,12,271,5,0.7999690771102905,1.7160589694976807,2.7745230197906494,3.556314468383789,4.9670915603637695,5.0
12_272,12,272,6,0.6579757928848267,1.766871452331543,2.6632254123687744,3.709629535675049,5.03878116607666,3.0
17_268,17,268,1,22.608430862426758,32.904319763183594,49.72593688964844,68.69412231445312,95.35609436035156,63.0
17_269,17,269,2,14.796876907348633,32.42391586303711,49.54705810546875,66.08409881591797,85.96782684326172,44.00000381469727
17_270,17,270,3,15.038244247436523,28.58522605895996,45.81494903564453,65.38217163085938,82.88521575927734,84.0
17_271,17,271,4,14.495712280273438,26.158306121826172,51.07866668701172,68.90978240966797,97.67869567871094,59.00000381469727
17_272,17,272,5,12.329978942871094,28.073070526123047,46.20411682128906,68.24601745605469,101.94187927246094,81.0
17_273,17,273,6,7.790800094604492,26.078102111816406,41.608375549316406,63.87090301513672,99.09489440917969,64.9999771118164
22_267,22,267,1,0.3222689628601074,0.8365471959114075,1.397106409072876,2.536044120788574,4.264978408813477,1.0
22_268,22,268,2,0.31741511821746826,0.8559606671333313,1.9148558378219604,3.019007444381714,4.323090076446533,-1.1920928244535389e-07
22_269,22,269,3,0.29047679901123047,0.6491905450820923,1.4772717952728271,2.492100715637207,3.7068262100219727,-1.1920928244535389e-07
22_270,22,270,4,0.14831411838531494,0.5580792427062988,1.1150624752044678,2.1406400203704834,3.165982723236084,-1.1920928244535389e-07
22_271,22,271,5,0.12353503704071045,0.4896148443222046,1.0921525955200195,1.982570767402649,2.7861084938049316,1.0
22_272,22,272,6,0.165094256401062,0.6738266944885254,1.1595298051834106,1.8919878005981445,3.121089458465576,2.0
24_266,24,266,1,1.6063182353973389,2.4613964557647705,3.294323444366455,4.0885162353515625,5.750590801239014,5.0
24_267,24,267,2,1.8052732944488525,2.589721202850342,3.588575839996338,4.606143951416016,6.247496128082275,1.0
24_268,24,268,3,1.6534645557403564,2.2610816955566406,3.345592975616455,4.737811088562012,6.901254177093506,5.0
24_269,24,269,4,1.617443323135376,2.4545388221740723,3.507565498352051,4.357000350952148,6.049344539642334,2.0
24_270,24,270,5,1.5073168277740479,2.623490810394287,3.5858144760131836,4.6921586990356445,6.933866024017334,6.000000476837158
24_271,24,271,6,1.6085476875305176,2.2511260509490967,3.2217469215393066,4.274839878082275,6.268486976623535,-1.1920928244535389e-07
43_270,43,270,1,3.927549123764038,5.318291664123535,7.587425231933594,9.012413024902344,10.95434284210205,10.000000953674316
43_271,43,271,2,3.420583963394165,4.819124698638916,6.645706653594971,8.73762321472168,9.933016777038574,5.0
43_272,43,272,3,3.0745551586151123,4.854764461517334,7.243649959564209,8.655302047729492,10.241765975952148,6.000000476837158
