row_id,series_id,year_month,step,p10,p25,p50,p75,p90,target
0_272,0,272,1,2.6444430351257324,3.985931396484375,5.6137471199035645,7.534991264343262,9.797737121582031,9.0
0_273,0,273,2,2.311807870864868,3.7331950664520264,5.5401740074157715,7.682929039001465,10.270553588867188,4.0
0_274,0,274,3,2.1022539138793945,3.5532474517822266,5.4156036376953125,7.661144256591797,10.420919418334961,10.000000953674316
0_275,0,275,4,2.0027694702148438,3.488853931427002,5.3588972091674805,7.678186893463135,10.596536636352539,10.000000953674316
0_276,0,276,5,1.9927961826324463,3.5229134559631348,5.442349433898926,7.810062408447266,10.864311218261719,10.000000953674316
0_277,0,277,6,1.980530023574829,3.532780647277832,5.500181198120117,7.947896957397461,11.12109375,1.0
12_267,12,267,1,0.5569921731948853,1.0527238845825195,1.8706284761428833,2.978532314300537,4.170992851257324,3.0
12_268,12,268,2,0.5939127206802368,1.0597245693206787,1.9195811748504639,3.1001791954040527,4.380255222320557,3.0
12_269,12,269,3,0.5855329036712646,1.0216739177703857,1.8799954652786255,3.076840400695801,4.389825820922852,1.0
12_270,12,270,4,0.6644517183303833,1.1141765117645264,1.9570369720458984,3.187713146209717,4.537425994873047,3.0
12_271,12,271,5,0.6533467769622803,1.0981478691101074,1.9251917600631714,3.147566318511963,4.522286415100098,5.0
12_272,12,272,6,0.658735990524292,1.0746785402297974,1.8729875087738037,3.078601360321045,4.447196960449219,3.0
17_268,17,268,1,3.0821456909179688,18.019065856933594,36.59221267700195,59.15282440185547,86.9338607788086,63.0
17_269,17,269,2,0.0,15.038679122924805,34.961917877197266,59.468841552734375,90.54913330078125,44.00000381469727
17_270,17,270,3,0.0,13.047369956970215,33.13312530517578,58.32440948486328,91.04003143310547,84.0
17_271,17,271,4,0.0,12.367701530456543,32.153526306152344,57.79729461669922,91.96751403808594,59.00000381469727
17_272,17,272,5,0.0,11.29849624633789,31.298002243041992,57.270347595214844,92.75157928466797,81.0
17_273,17,273,6,0.0,9.92917537689209,30.05072593688965,56.560218811035156,93.048583984375,64.9999771118164
22_267,22,267,1,0.026494264602661133,0.4914069175720215,1.2278169393539429,2.300630807876587,3.598546028137207,1.0
22_268,22,268,2,0.058481693267822266,0.536810040473938,1.3440955877304077,2.5304789543151855,3.973250389099121,-1.1920928244535389e-07
22_269,22,269,3,0.0,0.4824368953704834,1.3315107822418213,2.569791316986084,4.085940837860107,-1.1920928244535389e-07
22_270,22,270,4,0.0,0.4897002577781677,1.3372492790222168,2.612152099609375,4.180460453033447,-1.1920928244535389e-07
22_271,22,271,5,0.005198955535888672,0.5353922843933105,1.4107030630111694,2.706374168395996,4.315253257751465,1.0
22_272,22,272,6,0.022412776947021484,0.5595320463180542,1.4539779424667358,2.769554376602173,4.405517578125,2.0
24_266,24,266,1,1.436223030090332,2.416053295135498,3.6661458015441895,5.167845249176025,6.888113975524902,5.0
24_267,24,267,2,1.4232661724090576,2.4408786296844482,3.778503894805908,5.4111199378967285,7.347186088562012,1.0
24_268,24,268,3,1.4235780239105225,2.4804153442382812,3.861272096633911,5.558840751647949,7.611442565917969,5.0
24_269,24,269,4,1.4387938976287842,2.5184311866760254,3.8871190547943115,5.635053634643555,7.788830757141113,2.0
24_270,24,270,5,1.435847282409668,2.528571367263794,3.9076929092407227,5.658125877380371,7.877671718597412,6.000000476837158
24_271,24,271,6,1.423337459564209,2.5300350189208984,3.909482479095459,5.685308456420898,7.9522271156311035,-1.1920928244535389e-07
43_270,43,270,1,2.824218273162842,4.048227310180664,5.663793087005615,7.688569068908691,10.136552810668945,10.000000953674316
43_271,43,271,2,2.9273948669433594,4.226456642150879,6.049650192260742,8.358017921447754,11.18889331817627,5.0
43_272,43,272,3,3.0935816764831543,4.422748565673828,6.346120834350586,8.816823959350586,11.864429473876953,6.000000476837158
43_273,43,273,4,3.045933485031128,4.383997917175293,6.275600910186768,8.829000473022461,12.029752731323242,11.0
43_274,43,274,5,2.8650829792022705,4.209616184234619,6.0964250564575195,8.66530704498291,11.966144561767578,5.0
43_275,43,275,6,2.6605985164642334,3.9963202476501465,5.886396884918213,8.492408752441406,11.842203140258789,5.0
56_266,56,266,1,0.0,0.0,0.3521045446395874,1.1436783075332642,2.1498987674713135,1.0
56_267,56,267,2,0.0,0.0,0.37521958351135254,1.228700876235962,2.3205771446228027,1.0
56_268,56,268,3,0.0,0.0,0.4344727098941803,1.315840482711792,2.446514368057251,3.0
56_269,56,269,4,0.0,0.06530013680458069,0.5195183753967285,1.4373008012771606,2.59342360496521,1.0
56_270,56,270,5,0.0,0.059356123208999634,0.5290404558181763,1.460939884185791,2.6316022872924805,3.0
56_271,56,271,6,0.0,0.06659123301506042,0.5473529100418091,1.4812862873077393,2.639995574951172,-1.1920928244535389e-07
73_269,73,269,1,0.0,1.206488013267517,2.931973457336426,5.226694107055664,7.860280990600586,3.0
73_270,73,270,2,0.0,1.2526761293411255,3.2089340686798096,5.800325393676758,8.789471626281738,6.000000476837158
73_271,73,271,3,0.0,1.4312423467636108,3.5302329063415527,6.258646011352539,9.408445358276367,6.000000476837158
73_272,73,272,4,0.15619850158691406,1.6713863611221313,3.7961573600769043,6.59139347076416,9.834405899047852,7.0
73_273,73,273,5,0.06505250930786133,1.5695855617523193,3.6533727645874023,6.388707160949707,9.6589937210083,8.0
73_274,73,274,6,0.0,1.417324423789978,3.4648494720458984,6.182376861572266,9.467164993286133,5.0
88_271,88,271,1,0.0,0.06081908941268921,0.6851999759674072,1.572000503540039,2.5650711059570312,2.0
88_272,88,272,2,0.0,0.0,0.4878130555152893,1.433124303817749,2.509150981903076,2.0
88_273,88,273,3,0.0,0.0,0.41270673274993896,1.349332571029663,2.44474458694458,5.0
88_274,88,274,4,0.0,0.0,0.384832501411438,1.3251198530197144,2.436978340148926,5.0
88_275,88,275,5,0.0,0.0,0.4171276092529297,1.387094497680664,2.5290513038635254,4.0
88_276,88,276,6,0.0,0.0,0.7129984498023987,1.7868471145629883,2.988224506378174,3.0
92_265,92,265,1,0.0,0.15636876225471497,0.7402647733688354,1.4859710931777954,2.2710695266723633,2.0
92_266,92,266,2,0.0,0.15754541754722595,0.79277503490448,1.596693992614746,2.444657802581787,2.0
92_267,92,267,3,0.0,0.17920637130737305,0.8496100902557373,1.6849300861358643,2.564298152923584,-1.1920928244535389e-07
92_268,92,268,4,0.0,0.24552065134048462,0.9259433150291443,1.7880420684814453,2.69136381149292,2.0
92_269,92,269,5,0.0,0.2567059099674225,0.9421671628952026,1.8054167032241821,2.725987672805786,-1.1920928244535389e-07
92_270,92,270,6,0.0,0.21098801493644714,0.8802242875099182,1.7357454299926758,2.656850814819336,1.0
93_272,93,272,1,11.250102996826172,15.639074325561523,21.543668746948242,28.691761016845703,36.240047454833984,27.999998092651367
93_273,93,273,2,10.190709114074707,14.726569175720215,21.18483543395996,28.9610595703125,37.23668670654297,24.999998092651367
93_274,93,274,3,9.781378746032715,14.300238609313965,20.858484268188477,28.70854949951172,37.20730972290039,31.0
93_275,93,275,4,9.588034629821777,14.089193344116211,20.402387619018555,28.167415618896484,36.78844451904297,22.0
93_276,93,276,5,9.809589385986328,14.443832397460938,20.83803367614746,28.649810791015625,37.47660827636719,1.0
93_277,93,277,6,9.81718635559082,14.523197174072266,21.054983139038086,29.056285858154297,38.11142349243164,-1.1920928244535389e-07
105_269,105,269,1,1.0156207084655762,2.4801907539367676,4.258625507354736,6.583776950836182,9.887649536132812,7.0
105_270,105,270,2,1.0443322658538818,2.7632429599761963,4.886674880981445,7.661273002624512,11.575254440307617,2.0
105_271,105,271,3,1.1452925205230713,3.0427489280700684,5.416859149932861,8.489509582519531,12.798223495483398,2.0
105_272,105,272,4,0.9762952327728271,2.950981378555298,5.435393810272217,8.715011596679688,13.34912109375,1.0
105_273,105,273,5,0.6094083786010742,2.6241254806518555,5.224849224090576,8.722810745239258,13.668704986572266,4.0
105_274,105,274,6,0.31419944763183594,2.3872320652008057,5.148948669433594,8.905274391174316,14.090957641601562,12.000001907348633
115_267,115,267,1,0.3812673091888428,1.7135010957717896,3.3397467136383057,5.170709609985352,7.300461769104004,2.0
115_268,115,268,2,0.1799321174621582,1.602307677268982,3.42623233795166,5.482651233673096,7.939992904663086,-1.1920928244535389e-07
115_269,115,269,3,0.17894697189331055,1.6625287532806396,3.5885798931121826,5.76616907119751,8.411916732788086,5.0
115_270,115,270,4,0.14886474609375,1.6634645462036133,3.593522310256958,5.851014137268066,8.658695220947266,2.0
115_271,115,271,5,0.2345292568206787,1.7763912677764893,3.7291579246520996,6.010456085205078,8.951558113098145,4.0
115_272,115,272,6,0.17883014678955078,1.7061023712158203,3.6499531269073486,5.978400230407715,9.008063316345215,4.0
