row_id,series_id,year_month,step,p10,p25,p50,p75,p90,target
0_272,0,272,1,2.841214179992676,3.8675167560577393,5.658452987670898,7.730181694030762,9.229904174804688,9.0
0_273,0,273,2,2.6492726802825928,3.750394344329834,5.554671287536621,7.637948513031006,9.213120460510254,4.0
0_274,0,274,3,2.3776865005493164,3.551276683807373,5.370827674865723,7.396772861480713,8.87413215637207,10.000000953674316
0_275,0,275,4,2.344690322875977,3.5627450942993164,5.386590003967285,7.39409065246582,9.054685592651367,10.000000953674316
0_276,0,276,5,2.1229612827301025,3.3835020065307617,5.193336486816406,7.168258666992188,8.801868438720703,10.000000953674316
0_277,0,277,6,1.9473930597305296,3.2467920780181885,5.047981262207031,6.980667591094971,8.595039367675781,1.0
12_267,12,267,1,0.0058382046408951,0.954706370830536,1.919878602027893,3.1313397884368896,4.556585788726807,3.0
12_268,12,268,2,0.0043099750764667,0.975167155265808,1.9471193552017207,3.163398265838623,4.539849758148193,3.0
12_269,12,269,3,0.0106739411130547,0.969490885734558,1.9419453144073489,3.1696949005126958,4.58703088760376,1.0
12_270,12,270,4,-0.0027071482036262,0.9824367761611938,1.9565012454986568,3.185979127883911,4.553555965423584,3.0
12_271,12,271,5,-0.0045894836075603,0.9812836050987244,1.95844841003418,3.198818683624268,4.5718913078308105,5.0
12_272,12,272,6,-0.0029418026097118,0.9826129078865052,1.9568127393722532,3.198003053665161,4.568515777587891,3.0
17_268,17,268,1,15.90100383758545,32.66899871826172,50.84490966796875,68.6794204711914,96.7959213256836,63.0
17_269,17,269,2,12.496138572692873,30.387731552124023,49.01730346679688,69.02996826171875,98.38402557373048,44.00000381469727
17_270,17,270,3,9.281063079833984,27.51558494567871,46.7633056640625,66.99568939208984,92.70665740966795,84.0
17_271,17,271,4,9.363027572631836,27.359277725219727,46.53889465332031,67.30622863769531,91.77702331542967,59.00000381469727
17_272,17,272,5,9.053532600402832,26.78724479675293,45.74646759033203,66.7014389038086,90.45745849609376,81.0
17_273,17,273,6,8.532266616821289,26.02161407470703,44.93331527709961,66.1655502319336,89.53455352783203,64.9999771118164
22_267,22,267,1,0.0038827743846923,0.0701920017600059,1.1142263412475586,2.2858927249908447,3.481313467025757,1.0
22_268,22,268,2,0.0065550138242542,0.0486398413777351,1.0965511798858645,2.2899677753448486,3.4781973361968994,-1.1920928244535389e-07
