row_id,series_id,year_month,step,p10,p25,p50,p75,p90,target
0_2024-11,0,2024-11,1,5370160.0,5636151.0,5858602.0,6113592.0,6479527.5,6106518.0
0_2024-12,0,2024-12,2,5457381.0,5683216.5,6024454.5,6588341.5,6980337.0,6338200.0
0_2025-01,0,2025-01,3,5511746.5,5773298.0,6099231.0,6421395.0,6751948.0,6483706.0
0_2025-02,0,2025-02,4,5123147.5,5383276.0,5706233.0,5964736.0,6282522.0,5788679.5
0_2025-03,0,2025-03,5,5305020.0,5599889.5,5934952.5,6315320.5,6654538.0,6167385.0
0_2025-04,0,2025-04,6,5582134.0,5817136.0,6074908.0,6610337.5,6869345.0,6268637.0
0_2024-12,0,2024-12,1,5382101.0,5630547.0,5970678.0,6528068.0,6943806.0,6338200.0
0_2025-01,0,2025-01,2,5456767.0,5724770.5,6041542.5,6361029.0,6702241.5,6483706.0
0_2025-02,0,2025-02,3,5084704.5,5350106.0,5665975.0,5920791.0,6249506.0,5788679.5
0_2025-03,0,2025-03,4,5286011.0,5589197.5,5917297.0,6297290.0,6642940.5,6167385.0
0_2025-04,0,2025-04,5,5581649.5,5823447.0,6075255.5,6612519.0,6874640.0,6268637.0
0_2025-05,0,2025-05,6,5677729.0,5880286.5,6133254.5,6447413.0,6656480.0,6495899.0
0_2025-01,0,2025-01,1,5433969.5,5685054.0,6032440.0,6336151.5,6686734.0,6483706.0
0_2025-02,0,2025-02,2,5075630.0,5332105.0,5651145.5,5906382.0,6234695.0,5788679.5
0_2025-03,0,2025-03,3,5294588.0,5593634.0,5920554.0,6308127.5,6652361.5,6167385.0
0_2025-04,0,2025-04,4,5617476.5,5857624.0,6107450.0,6656036.0,6912000.0,6268637.0
0_2025-05,0,2025-05,5,5662015.5,5870990.5,6127046.0,6449744.0,6667878.0,6495899.0
0_2025-06,0,2025-06,6,5486976.0,5734885.0,6022294.5,6385243.5,6567483.0,6238341.0
0_2025-02,0,2025-02,1,5046011.0,5290096.0,5644687.5,5890637.0,6220233.5,5788679.5
0_2025-03,0,2025-03,2,5286989.0,5580824.5,5918905.5,6312189.5,6654576.0,6167385.0
0_2025-04,0,2025-04,3,5624220.0,5867923.0,6124055.0,6683756.5,6935235.5,6268637.0
0_2025-05,0,2025-05,4,5640883.0,5855853.5,6121182.0,6454993.0,6676309.0,6495899.0
0_2025-06,0,2025-06,5,5488243.0,5744629.0,6033688.5,6409165.0,6593954.5,6238341.0
0_2025-07,0,2025-07,6,5640721.5,5880948.5,6174547.0,6489441.0,6701513.0,6719252.5
0_2025-03,0,2025-03,1,5251852.0,5527617.5,5905030.0,6282797.0,6646153.5,6167385.0
0_2025-04,0,2025-04,2,5622965.0,5860144.0,6138550.0,6690350.5,6962638.5,6268637.0
0_2025-05,0,2025-05,3,5613519.0,5834960.0,6112437.5,6451405.0,6687869.0,6495899.0
0_2025-06,0,2025-06,4,5486233.0,5752644.0,6045398.0,6427289.0,6622452.5,6238341.0
0_2025-07,0,2025-07,5,5596350.0,5850506.0,6150504.0,6468402.0,6704383.0,6719252.5
0_2025-08,0,2025-08,6,5627004.5,5904044.5,6203847.0,6496754.0,6776487.0,6162875.5
0_2025-04,0,2025-04,1,5543618.5,5783961.5,6056362.0,6596344.5,6866037.5,6268637.0
0_2025-05,0,2025-05,2,5554366.5,5786670.5,6062765.0,6402878.5,6651441.5,6495899.0
0_2025-06,0,2025-06,3,5473685.5,5750916.0,6038818.0,6425279.0,6623886.5,6238341.0
0_2025-07,0,2025-07,4,5558436.0,5822242.0,6123739.5,6443725.0,6693899.0,6719252.5
0_2025-08,0,2025-08,5,5566727.5,5856133.0,6161059.5,6448311.0,6759860.0,6162875.5
0_2025-09,0,2025-09,6,5469078.0,5746415.0,6112432.0,6470080.0,6756315.5,6469950.5
0_2025-05,0,2025-05,1,5477189.0,5697918.0,5980451.0,6303154.0,6573749.0,6495899.0
0_2025-06,0,2025-06,2,5493269.5,5766408.5,6053100.0,6436643.0,6631914.0,6238341.0
0_2025-07,0,2025-07,3,5549458.0,5814479.0,6117505.0,6441279.5,6697232.0,6719252.5
0_2025-08,0,2025-08,4,5539718.0,5833207.5,6141554.0,6430281.0,6757063.0,6162875.5
0_2025-09,0,2025-09,5,5439953.0,5721234.0,6090379.0,6444087.5,6753320.0,6469950.5
0_2025-10,0,2025-10,6,5703452.5,6088027.0,6401645.0,6809059.0,7107945.0,6665093.5
0_2025-06,0,2025-06,1,5556014.0,5745670.0,6034989.0,6400876.0,6580373.0,6238341.0
0_2025-07,0,2025-07,2,5593943.5,5826252.0,6121287.0,6451571.0,6692265.0,6719252.5
0_2025-08,0,2025-08,3,5567295.5,5845620.5,6141513.0,6438239.5,6760911.0,6162875.5
0_2025-09,0,2025-09,4,5453781.0,5728042.0,6085374.0,6445716.0,6758352.0,6469950.5
0_2025-10,0,2025-10,5,5792528.5,6169803.0,6474246.5,6900652.0,7199595.5,6665093.5
0_2025-11,0,2025-11,6,5274142.0,5568421.5,5810987.0,6059875.0,6397599.0,6121853.0
0_2025-07,0,2025-07,1,5547749.0,5748267.5,6048270.0,6348254.0,6609398.5,6719252.5
0_2025-08,0,2025-08,2,5550411.0,5822475.0,6113977.0,6401425.5,6733031.0,6162875.5
0_2025-09,0,2025-09,3,5446182.0,5711443.0,6063760.0,6424617.0,6747346.0,6469950.5
0_2025-10,0,2025-10,4,5859501.5,6226115.0,6531269.0,6969361.5,7272939.0,6665093.5
0_2025-11,0,2025-11,5,5337080.5,5627938.0,5870291.0,6122443.0,6475210.0,6121853.0
0_2025-12,0,2025-12,6,5327175.0,5566027.0,5937166.0,6494511.5,6884068.0,6810397.0
0_2025-08,0,2025-08,1,5495350.0,5749671.0,6014890.0,6261533.0,6604553.0,6162875.5
0_2025-09,0,2025-09,2,5439133.5,5697141.0,6017770.5,6369145.0,6693043.5,6469950.5
0_2025-10,0,2025-10,3,5943403.0,6290015.5,6571618.0,7023172.0,7315707.0,6665093.5
0_2025-11,0,2025-11,4,5409234.0,5691803.0,5924513.0,6183887.5,6541249.0,6121853.0
0_2025-12,0,2025-12,5,5433757.0,5664327.0,6030657.0,6593627.5,6993490.0,6810397.0
0_2026-01,0,2026-01,6,5473189.5,5734792.0,6083378.0,6383502.0,6718900.0,6540338.0
0_2025-09,0,2025-09,1,5399936.0,5638441.0,5940224.0,6254049.0,6590522.0,6469950.5
0_2025-10,0,2025-10,2,6019188.0,6344187.0,6589189.5,7046311.0,7327011.0,6665093.5
0_2025-11,0,2025-11,3,5485422.5,5757100.5,5972728.0,6245121.0,6600466.5,6121853.0
0_2025-12,0,2025-12,4,5552846.5,5772417.0,6130985.0,6705930.5,7106122.0,6810397.0
0_2026-01,0,2026-01,5,5577887.5,5831472.0,6175354.0,6483174.5,6823796.0,6540338.0
0_2026-02,0,2026-02,6,5158338.5,5410498.0,5753785.0,5998942.0,6318200.0,6033125.0
0_2025-10,0,2025-10,1,5980149.0,6280605.0,6564039.0,6980776.0,7278642.5,6665093.5
0_2025-11,0,2025-11,2,5487724.5,5761780.0,5968025.0,6254138.5,6603898.0,6121853.0
0_2025-12,0,2025-12,3,5577834.0,5799941.5,6152288.0,6740027.0,7131132.0,6810397.0
0_2026-01,0,2026-01,4,5603960.5,5861021.5,6199098.0,6518960.0,6854954.0,6540338.0
0_2026-02,0,2026-02,5,5197234.0,5453484.5,5791556.5,6046246.0,6367681.5,6033125.0
0_2026-03,0,2026-03,6,5366090.0,5658523.0,6004734.0,6383252.5,6728678.5,6625352.0
1_2024-11,1,2024-11,1,5240670.0,5493029.0,5693947.5,5948007.5,6334466.0,5927124.0
1_2024-12,1,2024-12,2,5348315.5,5556724.0,5877315.0,6443362.0,6861135.0,6130003.0
1_2025-01,1,2025-01,3,5349254.0,5598981.5,5888873.0,6202853.0,6564289.5,6228253.0
1_2025-02,1,2025-02,4,5003821.0,5253204.5,5534036.5,5791065.0,6144682.5,5610243.5
1_2025-03,1,2025-03,5,5235474.5,5530586.0,5841273.5,6221260.0,6602317.0,5971834.0
1_2025-04,1,2025-04,6,5280886.5,5505946.5,5741978.0,6214417.0,6515125.5,6066461.0
1_2024-12,1,2024-12,1,5270391.0,5501747.5,5823258.0,6379710.5,6821746.5,6130003.0
