row_id,series_id,year_month,step,p10,p25,p50,p75,p90,target
0_2024-11,0,2024-11,1,5651738.5,5994115.0,6249762.0,6504162.0,6989389.5,6106518.0
0_2024-12,0,2024-12,2,5631745.0,6017977.0,6304934.0,6635507.0,7119491.5,6338200.0
0_2025-01,0,2025-01,3,5686795.0,6074896.0,6343818.0,6680685.0,7146314.0,6483706.0
0_2025-02,0,2025-02,4,5200521.5,5566743.5,5797530.0,6136495.5,6520409.0,5788679.5
0_2025-03,0,2025-03,5,5614295.0,6003835.0,6376438.0,6730122.5,7203496.5,6167385.0
0_2025-04,0,2025-04,6,5273911.0,5594455.5,5919995.0,6280964.0,6772068.5,6268637.0
0_2024-12,0,2024-12,1,5625947.5,6010051.0,6302355.0,6595483.0,7103608.0,6338200.0
0_2025-01,0,2025-01,2,5696353.5,6081922.0,6354372.0,6684011.5,7165880.0,6483706.0
0_2025-02,0,2025-02,3,5212895.5,5578893.0,5811363.5,6150569.0,6546728.0,5788679.5
0_2025-03,0,2025-03,4,5630080.0,6019923.0,6391433.5,6749025.5,7235167.0,6167385.0
0_2025-04,0,2025-04,5,5296143.0,5617021.0,5940734.0,6307423.5,6808429.0,6268637.0
0_2025-05,0,2025-05,6,5710947.5,6076721.5,6387326.5,6712802.5,7289806.0,6495899.0
0_2025-01,0,2025-01,1,5722309.0,6098434.0,6370487.5,6658931.0,7172895.0,6483706.0
0_2025-02,0,2025-02,2,5250910.5,5607414.0,5842733.5,6169973.5,6582570.0,5788679.5
0_2025-03,0,2025-03,3,5667974.5,6049516.0,6420703.0,6775854.0,7274742.5,6167385.0
0_2025-04,0,2025-04,4,5334826.0,5648796.0,5971202.0,6340776.0,6849491.0,6268637.0
0_2025-05,0,2025-05,5,5754213.0,6111942.0,6419454.0,6750615.5,7336114.5,6495899.0
0_2025-06,0,2025-06,6,5625561.0,5984839.0,6333306.0,6747449.0,7280850.5,6238341.0
0_2025-02,0,2025-02,1,5241409.5,5580702.0,5810233.0,6092865.0,6533998.0,5788679.5
0_2025-03,0,2025-03,2,5679500.0,6042747.0,6413696.0,6756096.5,7268869.0,6167385.0
0_2025-04,0,2025-04,3,5347025.0,5647627.5,5968816.0,6337505.0,6851791.0,6268637.0
0_2025-05,0,2025-05,4,5768873.0,6114496.0,6419595.0,6755349.0,7344143.5,6495899.0
0_2025-06,0,2025-06,5,5643412.0,5991252.0,6336858.5,6757140.0,7293916.0,6238341.0
0_2025-07,0,2025-07,6,5665137.5,6059684.0,6371909.5,6709238.0,7255412.0,6719252.5
0_2025-03,0,2025-03,1,5693437.0,6036601.0,6408480.5,6688411.0,7238569.0,6167385.0
0_2025-04,0,2025-04,2,5380546.0,5664111.0,5988436.0,6336048.5,6864990.0,6268637.0
0_2025-05,0,2025-05,3,5803139.0,6135875.0,6440456.5,6768975.5,7365284.0,6495899.0
0_2025-06,0,2025-06,4,5677019.5,6014684.0,6358348.5,6777896.0,7318386.5,6238341.0
0_2025-07,0,2025-07,5,5702642.0,6086918.0,6397165.5,6738169.5,7287832.0,6719252.5
0_2025-08,0,2025-08,6,5829987.0,6287257.0,6529830.5,6877952.0,7387696.5,6162875.5
0_2025-04,0,2025-04,1,5251717.0,5529705.0,5853994.0,6151413.5,6693778.0,6268637.0
0_2025-05,0,2025-05,2,5697353.0,6023145.0,6326231.0,6633938.0,7236595.0,6495899.0
0_2025-06,0,2025-06,3,5580532.0,5913878.0,6250602.5,6656404.0,7202376.5,6238341.0
0_2025-07,0,2025-07,4,5613722.5,5991566.0,6295561.0,6629100.0,7184602.0,6719252.5
0_2025-08,0,2025-08,5,5744968.5,6193614.0,6429717.0,6772507.5,7291642.0,6162875.5
0_2025-09,0,2025-09,6,5553153.5,6000303.5,6240453.0,6545236.0,7036762.0,6469950.5
0_2025-05,0,2025-05,1,5716881.5,6018201.0,6318580.0,6561310.5,7185581.5,6495899.0
0_2025-06,0,2025-06,2,5633539.0,5947361.0,6282941.0,6667357.0,7218323.0,6238341.0
0_2025-07,0,2025-07,3,5671900.0,6034937.5,6336103.0,6663174.5,7218295.5,6719252.5
0_2025-08,0,2025-08,4,5807264.0,6244341.0,6475314.5,6819092.5,7336618.0,6162875.5
0_2025-09,0,2025-09,5,5613272.5,6051276.0,6286915.0,6597653.0,7086570.0,6469950.5
0_2025-10,0,2025-10,6,5776360.0,6215152.0,6468445.0,6821961.0,7262598.0,6665093.5
0_2025-06,0,2025-06,1,5547257.0,5832039.0,6163622.0,6489410.0,7059211.5,6238341.0
0_2025-07,0,2025-07,2,5624526.0,5955426.0,6258500.0,6564196.0,7127107.0,6719252.5
0_2025-08,0,2025-08,3,5763473.0,6172127.5,6402475.5,6736518.5,7259565.0,6162875.5
0_2025-09,0,2025-09,4,5579749.5,5994149.5,6228003.5,6536890.0,7030530.0,6469950.5
0_2025-10,0,2025-10,5,5742558.0,6162764.0,6412760.0,6766684.0,7209730.0,6665093.5
0_2025-11,0,2025-11,6,5822125.0,6233226.5,6489286.0,6834666.0,7305848.5,6121853.0
0_2025-07,0,2025-07,1,5524798.0,5862402.5,6137912.0,6391677.0,6978273.5,6719252.5
0_2025-08,0,2025-08,2,5697798.5,6106605.0,6319682.5,6630914.5,7170638.0,6162875.5
0_2025-09,0,2025-09,3,5529162.0,5940847.5,6163146.0,6462415.0,6967162.0,6469950.5
0_2025-10,0,2025-10,4,5688021.0,6107490.5,6347243.0,6694001.0,7144031.0,6665093.5
0_2025-11,0,2025-11,5,5775693.5,6186353.0,6433667.0,6775699.0,7251172.0,6121853.0
0_2025-12,0,2025-12,6,5718670.0,6171097.5,6459340.0,6820901.0,7337563.0,6810397.0
0_2025-08,0,2025-08,1,5727730.5,6108516.0,6323215.0,6573699.0,7125686.5,6162875.5
0_2025-09,0,2025-09,2,5601492.0,5989378.0,6218952.0,6507816.5,7010438.0,6469950.5
0_2025-10,0,2025-10,3,5760275.0,6160913.0,6408254.0,6759099.5,7201903.0,6665093.5
0_2025-11,0,2025-11,4,5845921.5,6242459.0,6495254.5,6849073.0,7313977.0,6121853.0
0_2025-12,0,2025-12,5,5789204.0,6230290.5,6521783.5,6899165.0,7404477.0,6810397.0
0_2026-01,0,2026-01,6,5840193.0,6276820.5,6557069.0,6917684.5,7424417.0,6540338.0
0_2025-09,0,2025-09,1,5510848.0,5882665.0,6116274.5,6348690.0,6900513.5,6469950.5
0_2025-10,0,2025-10,2,5699374.5,6086239.0,6335686.0,6662050.0,7133097.5,6665093.5
0_2025-11,0,2025-11,3,5794866.0,6181311.0,6432188.0,6774814.0,7254997.0,6121853.0
0_2025-12,0,2025-12,4,5747390.5,6177999.0,6464270.0,6836387.0,7349917.0,6810397.0
0_2026-01,0,2026-01,5,5804307.0,6231473.0,6505868.0,6864682.0,7377220.5,6540338.0
0_2026-02,0,2026-02,6,5299958.0,5698510.5,5934947.0,6286393.5,6721457.0,6033125.0
0_2025-10,0,2025-10,1,5736909.0,6123009.5,6372882.0,6641230.5,7156523.5,6665093.5
0_2025-11,0,2025-11,2,5862643.0,6245293.5,6499821.5,6832580.5,7331743.0,6121853.0
0_2025-12,0,2025-12,3,5818523.0,6245597.0,6534708.0,6911881.5,7434159.0,6810397.0
0_2026-01,0,2026-01,4,5870156.5,6293592.0,6569682.0,6940376.5,7455530.0,6540338.0
0_2026-02,0,2026-02,5,5363040.5,5758264.5,5996368.0,6362097.0,6795792.5,6033125.0
0_2026-03,0,2026-03,6,5778927.5,6198223.0,6584679.5,6962107.0,7495160.0,6625352.0
1_2024-11,1,2024-11,1,5527918.0,5868018.0,6122198.0,6376140.0,6845011.5,5927124.0
1_2024-12,1,2024-12,2,5506330.0,5886296.0,6170256.0,6492183.0,6959697.5,6130003.0
1_2025-01,1,2025-01,3,5569648.0,5949477.0,6215466.0,6539334.0,6990803.0,6228253.0
1_2025-02,1,2025-02,4,5095461.5,5453531.0,5679776.0,6004224.5,6378792.0,5610243.5
1_2025-03,1,2025-03,5,5508152.0,5886750.5,6254878.0,6594344.5,7054319.0,5971834.0
1_2025-04,1,2025-04,6,5169650.5,5480402.5,5801368.5,6148176.0,6626887.5,6066461.0
1_2024-12,1,2024-12,1,5505080.0,5886992.0,6177975.0,6469907.5,6958516.0,6130003.0
1_2025-01,1,2025-01,2,5583268.0,5963394.0,6233369.0,6554156.0,7020908.5,6228253.0
1_2025-02,1,2025-02,3,5112810.0,5472568.5,5701125.0,6028196.0,6414430.0,5610243.5
1_2025-03,1,2025-03,4,5529457.5,5909813.0,6277814.0,6622648.5,7095104.0,5971834.0
1_2025-04,1,2025-04,5,5196922.0,5508898.0,5828731.0,6182225.0,6670409.5,6066461.0
1_2025-05,1,2025-05,6,5616855.0,5969573.5,6278395.0,6593615.0,7154599.0,6226234.0
1_2025-01,1,2025-01,1,5598533.0,5971418.0,6243989.0,6530509.0,7029048.5,6228253.0
1_2025-02,1,2025-02,2,5140071.0,5492091.0,5723717.0,6041375.0,6444087.5,5610243.5
1_2025-03,1,2025-03,3,5557826.5,5931308.5,6299062.0,6641971.5,7127521.5,5971834.0
1_2025-04,1,2025-04,4,5227452.0,5533583.0,5852096.5,6207984.0,6703948.0,6066461.0
1_2025-05,1,2025-05,5,5651426.0,5997317.0,6302974.0,6622718.0,7192067.0,6226234.0
1_2025-06,1,2025-06,6,5524966.5,5871074.5,6216118.0,6616657.0,7134866.5,6054341.0
1_2025-02,1,2025-02,1,5125791.5,5463416.5,5690549.0,5972449.0,6402604.0,5610243.5
1_2025-03,1,2025-03,2,5561782.0,5919334.5,6286801.0,6622503.0,7120829.0,5971834.0
1_2025-04,1,2025-04,3,5233468.0,5527812.5,5845531.0,6203468.5,6704197.5,6066461.0
